Customer ID,Recency,Frequency,Monetary,R,F,M,Cluster
13629.0,23,19,13370.86,4,5,5,1
13630.0,5,11,1995.68,5,5,4,1
13631.0,100,12,3021.77,3,5,5,1
13632.0,25,10,3632.36,4,4,5,1
13633.0,603,1,-306.66,1,1,1,0
13634.0,33,17,4479.85,4,5,5,1
13635.0,68,6,2948.22,3,4,5,1
13636.0,37,6,941.62,4,4,3,1
13637.0,52,3,804.3,4,3,3,1
13638.0,16,1,122.64,5,1,1,1
13639.0,74,2,1346.27,3,2,4,1
13640.0,611,1,405.0,1,1,2,0
13641.0,641,7,921.8199999999999,1,4,3,0
13642.0,216,5,459.45,2,3,2,1
13643.0,31,15,2112.17,4,5,4,1
13644.0,9,5,2597.52,5,3,4,1
13645.0,120,1,252.1,3,1,1,1
13646.0,400,3,323.3,2,3,2,0
13647.0,10,9,3033.7799999999997,5,4,5,1
13648.0,400,11,1679.01,2,5,4,0
13649.0,257,6,1453.68,2,4,4,1
13650.0,17,16,3098.5,5,5,5,1
13651.0,35,4,208.95,4,3,1,1
13652.0,46,5,2262.05,4,3,4,1
13653.0,488,1,152.2,1,1,1,0
13654.0,43,11,6308.0,4,5,5,1
13655.0,114,8,2259.3,3,4,4,1
13656.0,165,7,1053.35,3,4,3,1
13657.0,11,2,382.14,5,2,2,1
13658.0,10,13,5772.07,5,5,5,1
13659.0,197,17,4706.43,2,5,5,1
13660.0,396,2,295.74,2,2,2,0
13661.0,603,1,325.24,1,1,2,0
13662.0,86,17,2166.63,3,5,4,1
13663.0,179,6,2013.61,3,4,4,1
13664.0,682,1,-13.14,1,1,1,0
13665.0,386,3,1711.66,2,3,4,0
13666.0,60,5,127.9,3,3,1,1
13667.0,149,1,299.05,3,1,2,1
13668.0,3,47,12607.68,5,5,5,1
13669.0,51,3,413.55,4,3,2,1
13670.0,75,1,349.7,3,1,2,1
13671.0,395,1,172.6,2,1,1,0
13672.0,301,7,162.07,2,4,1,0
13673.0,19,2,387.44,4,2,2,1
13674.0,430,2,215.88,1,2,1,0
13675.0,151,2,486.82,3,2,2,1
13676.0,539,3,153.15,1,3,1,0
13677.0,405,2,551.24,2,2,2,0
13678.0,152,1,232.6,3,1,1,1
13679.0,494,3,281.26,1,3,2,0
13680.0,1,13,9899.56,5,5,5,1
13681.0,18,4,827.83,5,3,3,1
13682.0,187,1,59.5,3,1,1,1
13683.0,458,1,258.6,1,1,2,0
13684.0,286,6,544.42,2,4,2,0
13685.0,3,7,3119.44,5,4,5,1
13686.0,183,3,409.04,3,3,2,1
13687.0,438,1,11880.84,1,1,5,0
13688.0,635,1,375.5,1,1,2,0
13689.0,63,2,1259.5,3,2,4,1
13690.0,59,1,172.25,3,1,1,1
13691.0,396,1,212.78,2,1,1,0
13692.0,25,8,3016.45,4,4,5,1
13693.0,325,13,1948.32,2,5,4,0
13694.0,4,164,190020.84,5,5,5,2
13695.0,31,16,2770.73,4,5,4,1
13696.0,422,4,2008.6999999999998,1,3,4,0
13697.0,39,1,151.3,4,1,1,1
13698.0,597,2,451.73,1,2,2,0
13699.0,155,3,711.4,3,3,3,1
13700.0,26,14,2569.72,4,5,4,1
13701.0,437,2,159.55,1,2,1,0
13702.0,446,1,135.18,1,1,1,0
13703.0,318,3,99.5,2,3,1,0
13704.0,5,10,2295.31,5,4,4,1
13705.0,8,7,1717.19,5,4,4,1
13706.0,303,2,631.17,2,2,3,0
13707.0,267,5,3365.86,2,3,5,0
13708.0,271,1,285.33,2,1,2,0
13709.0,4,22,7492.41,5,5,5,1
13710.0,32,3,509.52,4,3,2,1
13711.0,219,15,1632.61,2,5,4,1
13712.0,247,2,766.42,2,2,3,1
13713.0,408,3,740.76,2,3,3,0
13714.0,465,1,161.35,1,1,1,0
13715.0,281,21,8108.09,2,5,5,1
13716.0,269,1,138.28,2,1,1,0
13717.0,32,11,1748.05,4,5,4,1
13718.0,246,2,306.55,2,2,2,1
13719.0,15,11,2783.08,5,5,4,1
13720.0,117,4,799.9,3,3,3,1
13721.0,36,2,741.54,4,2,3,1
13722.0,120,11,5629.16,3,5,5,1
13723.0,217,6,1194.08,2,4,4,1
13724.0,637,1,213.01,1,1,1,0
13725.0,50,11,1809.81,4,5,4,1
13726.0,39,2,1079.66,4,2,3,1
13727.0,29,9,1061.4,4,4,3,1
13728.0,37,16,2855.17,4,5,5,1
13729.0,436,5,676.43,1,3,3,0
13730.0,136,2,752.6,3,2,3,1
13731.0,219,2,610.59,2,2,3,1
13732.0,28,1,491.86,4,1,2,1
13733.0,411,3,484.53,2,3,2,0
13734.0,509,6,3445.3399999999997,1,4,5,0
13735.0,25,22,9422.36,4,5,5,1
13736.0,5,12,2701.27,5,5,4,1
13737.0,200,1,339.6,2,1,2,1
13738.0,396,1,434.78000000000003,2,1,2,0
13739.0,18,2,292.2,5,2,2,1
13740.0,241,5,1582.77,2,3,4,1
13741.0,72,4,666.33,3,3,3,1
13742.0,17,14,3079.27,5,5,5,1
13743.0,3,8,1340.15,5,4,4,1
13744.0,95,2,1080.52,3,2,3,1
13745.0,151,4,761.27,3,3,3,1
13746.0,414,1,176.69,2,1,1,0
13747.0,374,2,169.8,2,2,1,0
13748.0,96,9,2064.35,3,4,4,1
13749.0,701,1,-10.25,1,1,1,0
13750.0,54,13,3563.6,4,5,5,1
13751.0,288,1,296.25,2,1,2,0
13752.0,124,7,1579.83,3,4,4,1
13753.0,288,4,2094.57,2,3,4,0
13754.0,152,3,447.05,3,3,2,1
13755.0,4,10,2101.39,5,4,4,1
13756.0,2,25,8595.65,5,5,5,1
13757.0,675,1,195.55,1,1,1,0
13758.0,12,19,8544.289999999999,5,5,5,1
13759.0,33,2,659.41,4,2,3,1
13760.0,54,6,1358.6399999999999,4,4,4,1
13761.0,50,6,1952.17,4,4,4,1
13762.0,204,6,2165.7599999999998,2,4,4,1
13763.0,63,6,5181.99,3,4,5,1
13764.0,71,6,2919.62,3,4,5,1
13765.0,653,1,352.82,1,1,2,0
13766.0,495,1,190.35,1,1,1,0
13767.0,2,96,33480.82,5,5,5,2
13768.0,564,8,758.0699999999999,1,4,3,0
13769.0,2,29,5444.33,5,5,5,1
13770.0,422,4,785.37,1,3,3,0
13771.0,64,10,5726.07,3,4,5,1
13772.0,34,9,3080.52,4,4,5,1
13773.0,397,2,301.54,2,2,2,0
13774.0,82,1,345.0,3,1,2,1
13775.0,591,1,1049.66,1,1,3,0
13776.0,428,8,-340.17,1,4,1,0
13777.0,1,73,49218.409999999996,5,5,5,2
13778.0,103,5,1116.54,3,3,3,1
13779.0,516,1,161.13,1,1,1,0
13780.0,7,3,732.0699999999999,5,3,3,1
13781.0,251,4,770.88,2,3,3,1
13782.0,13,14,1778.13,5,5,4,1
13783.0,488,4,1542.09,1,3,4,0
13784.0,10,15,2897.18,5,5,5,1
13785.0,429,4,542.49,1,3,2,0
13786.0,367,8,2505.46,2,4,4,0
13787.0,76,9,1173.7,3,4,4,1
13788.0,505,1,3.75,1,1,1,0
13789.0,388,1,239.46,2,1,1,0
13790.0,4,1,348.8,5,1,2,1
13791.0,43,3,1047.68,4,3,3,1
13792.0,66,3,383.95,3,3,2,1
13793.0,647,1,96.0,1,1,1,0
13794.0,547,1,126.03,1,1,1,0
13795.0,388,4,836.3,2,3,3,0
13796.0,499,1,289.7,1,1,2,0
13797.0,437,4,1168.45,1,3,4,0
13798.0,1,125,73166.92,5,5,5,2
13799.0,117,13,2039.82,3,5,4,1
13800.0,310,3,1679.56,2,3,4,0
13801.0,67,1,324.8,3,1,2,1
13802.0,138,24,25491.56,3,5,5,1
13803.0,255,4,1319.11,2,3,4,1
13804.0,31,9,3161.12,4,4,5,1
13805.0,52,2,924.5999999999999,4,2,3,1
13806.0,64,1,256.38,3,1,2,1
13807.0,367,4,397.3,2,3,2,0
13808.0,6,5,1747.66,5,3,4,1
13809.0,305,3,679.6999999999999,2,3,3,0
13810.0,29,4,899.51,4,3,3,1
13811.0,184,4,591.75,3,3,3,1
13812.0,42,3,539.0,4,3,2,1
13813.0,40,12,2686.42,4,5,4,1
13814.0,56,5,2239.07,4,3,4,1
13815.0,22,10,7285.79,4,4,5,1
13816.0,24,4,555.04,4,3,2,1
13817.0,29,2,382.98,4,2,2,1
13818.0,430,1,61.28,1,1,1,0
13819.0,302,7,2631.1,2,4,4,0
13820.0,418,5,632.5,1,3,3,0
13821.0,145,7,1355.38,3,4,4,1
13822.0,6,2,632.0,5,2,3,1
13823.0,19,8,3358.55,4,4,5,1
13824.0,33,14,3273.36,4,5,5,1
13825.0,622,2,255.59,1,2,1,0
13826.0,158,2,174.65,3,2,1,1
13827.0,58,3,409.8,4,3,2,1
13828.0,22,1,209.49,4,1,1,1
13829.0,359,2,0.0,2,2,1,0
13830.0,574,2,135.95000000000002,1,2,1,0
13831.0,16,20,6571.14,5,5,5,1
13832.0,18,3,598.64,5,3,3,1
13833.0,159,2,700.41,3,2,3,1
13834.0,577,3,247.89,1,3,1,0
13835.0,25,8,1044.82,4,4,3,1
13836.0,399,3,602.52,2,3,3,0
13837.0,212,2,266.59,2,2,2,1
13838.0,6,10,1690.07,5,4,4,1
13839.0,486,1,139.95000000000002,1,1,1,0
13840.0,416,1,651.4,1,1,3,0
13841.0,253,1,85.0,2,1,1,0
13842.0,59,19,5294.39,3,5,5,1
13843.0,381,1,319.75,2,1,2,0
13844.0,11,1,361.62,5,1,2,1
13845.0,65,1,312.98,3,1,2,1
13846.0,25,5,1290.34,4,3,4,1
13847.0,720,1,310.72,1,1,2,0
13848.0,92,8,3015.0,3,4,5,1
13849.0,52,6,3443.8,4,4,5,1
13850.0,88,2,1586.81,3,2,4,1
13851.0,96,9,4516.76,3,4,5,1
13852.0,607,2,170.45000000000002,1,2,1,0
13853.0,9,2,1056.94,5,2,3,1
13854.0,9,45,11848.81,5,5,5,1
13855.0,501,5,1253.94,1,3,4,0
13856.0,169,15,1058.88,3,5,3,1
13857.0,393,7,997.11,2,4,3,0
13858.0,57,1,216.17000000000002,4,1,1,1
13859.0,326,2,515.86,2,2,2,0
13860.0,1,6,1240.0,5,4,4,1
13861.0,429,3,251.31,1,3,1,0
13862.0,18,11,2534.04,5,5,4,1
13863.0,245,6,1217.63,2,4,4,1
13864.0,387,1,662.4,2,1,3,0
13865.0,58,4,501.56,4,3,2,1
13866.0,74,1,145.67,3,1,1,1
13867.0,31,3,1005.09,4,3,3,1
13868.0,7,2,3192.54,5,2,5,1
13869.0,123,10,7996.87,3,4,5,1
13870.0,2,18,5689.84,5,5,5,1
13871.0,23,21,7804.95,4,5,5,1
13872.0,513,6,891.32,1,4,3,0
13873.0,120,9,1031.02,3,4,3,1
13874.0,358,10,1989.2,2,4,4,0
13875.0,54,14,4814.37,4,5,5,1
13876.0,64,1,122.7,3,1,1,1
13877.0,86,5,446.33,3,3,2,1
13878.0,55,4,2416.9,4,3,4,1
13879.0,646,1,395.5,1,1,2,0
13880.0,21,17,4293.86,4,5,5,1
13881.0,4,51,44392.5,5,5,5,1
13882.0,3,6,1131.28,5,4,3,1
13883.0,1,26,6342.74,5,5,5,1
13884.0,7,14,1788.93,5,5,4,1
13885.0,189,2,506.8,3,2,2,1
13886.0,71,1,243.56,3,1,1,1
13887.0,204,1,349.55,2,1,2,1
13888.0,120,7,2001.59,3,4,4,1
13889.0,93,8,1855.73,3,4,4,1
13890.0,1,22,2858.73,5,5,5,1
13891.0,378,3,859.21,2,3,3,0
13892.0,27,6,1267.65,4,4,4,1
13893.0,298,1,821.1,2,1,3,0
13894.0,22,5,535.97,4,3,2,1
13895.0,21,8,3923.62,4,4,5,1
13896.0,626,1,388.55,1,1,2,0
13897.0,50,3,1160.72,4,3,3,1
13898.0,326,2,686.4,2,2,3,0
13899.0,16,2,388.52,5,2,2,1
13900.0,183,7,1608.09,3,4,4,1
13901.0,72,20,5599.34,3,5,5,1
13902.0,632,8,30411.26,1,4,5,0
13903.0,400,1,165.45000000000002,2,1,1,0
13904.0,37,2,332.64,4,2,2,1
13905.0,571,3,244.45,1,3,1,0
13906.0,409,1,42.0,2,1,1,0
13907.0,692,1,136.79999999999998,1,1,1,0
13908.0,80,5,2347.05,3,3,4,1
13909.0,423,2,282.85,1,2,2,0
13910.0,443,1,-127.66,1,1,1,0
13911.0,57,22,4200.04,4,5,5,1
13912.0,424,1,124.95,1,1,1,0
13913.0,507,1,42.22,1,1,1,0
13914.0,4,3,613.95,5,3,3,1
13915.0,394,2,31.2,2,2,1,0
13916.0,464,5,1260.51,1,3,4,0
13917.0,50,2,272.04,4,2,2,1
13918.0,50,2,1212.84,4,2,4,1
13919.0,53,5,1326.03,4,3,4,1
13920.0,432,5,1734.8799999999999,1,3,4,0
13921.0,399,5,720.75,2,3,3,0
13922.0,352,5,824.7,2,3,3,0
13923.0,54,1,351.13,4,1,2,1
13924.0,2,11,1682.08,5,5,4,1
13925.0,36,6,616.65,4,4,3,1
13926.0,23,1,223.85,4,1,1,1
13927.0,75,3,689.96,3,3,3,1
13928.0,11,4,464.57,5,3,2,1
13929.0,169,14,3318.1,3,5,5,1
13930.0,58,2,337.34,4,2,2,1
13931.0,86,12,5250.78,3,5,5,1
13932.0,295,1,307.4,2,1,2,0
13933.0,109,2,608.79,3,2,3,1
13934.0,264,1,922.1,2,1,3,0
13935.0,597,3,6116.92,1,3,5,0
13936.0,171,4,924.36,3,3,3,1
13937.0,169,3,867.38,3,3,3,1
13938.0,35,1,71.66,4,1,1,1
13939.0,23,10,1533.6599999999999,4,4,4,1
13940.0,17,4,839.14,5,3,3,1
13941.0,22,17,9826.63,4,5,5,1
13942.0,535,1,320.0,1,1,2,0
13943.0,578,1,246.54,1,1,1,0
13944.0,653,1,200.43,1,1,1,0
13945.0,395,2,854.15,2,2,3,0
13946.0,79,7,1745.43,3,4,4,1
13947.0,65,1,90.6,3,1,1,1
13948.0,361,5,536.86,2,3,2,0
13949.0,3,6,2427.3199999999997,5,4,4,1
13950.0,11,5,728.56,5,3,3,1
13951.0,176,3,674.45,3,3,3,1
13952.0,211,17,12790.89,2,5,5,1
13953.0,7,12,6640.68,5,5,5,1
13954.0,2,3,378.59,5,3,2,1
13955.0,154,3,544.0699999999999,3,3,2,1
13956.0,5,5,1019.27,5,3,3,1
13957.0,418,3,458.25,1,3,2,0
13958.0,372,12,4504.78,2,5,5,0
13959.0,79,6,1064.77,3,4,3,1
13960.0,21,2,230.22,4,2,1,1
13961.0,385,2,498.7,2,2,2,0
13962.0,22,3,362.8,4,3,2,1
13963.0,308,18,2748.32,2,5,4,0
13964.0,387,3,421.9,2,3,2,0
13965.0,455,5,777.66,1,3,3,0
13966.0,435,1,384.26,1,1,2,0
13967.0,146,2,166.3,3,2,1,1
13968.0,423,1,123.66,1,1,1,0
13969.0,7,39,12820.36,5,5,5,1
13970.0,386,2,846.55,2,2,3,0
13971.0,9,18,4593.83,5,5,5,1
13972.0,71,2,190.25,3,2,1,1
13973.0,287,1,264.7,2,1,2,0
13974.0,49,4,663.52,4,3,3,1
13975.0,31,14,5224.85,4,5,5,1
13976.0,207,4,1192.3600000000001,2,3,4,1
13977.0,411,1,519.81,2,1,2,0
13978.0,15,2,196.79,5,2,1,1
13979.0,73,11,3290.53,3,5,5,1
13980.0,60,9,722.02,3,4,3,1
13981.0,401,2,327.39,2,2,2,0
13982.0,39,13,3927.49,4,5,5,1
13983.0,30,30,6638.85,4,5,5,1
13984.0,27,13,1461.32,4,5,4,1
13985.0,4,24,9982.31,5,5,5,1
13986.0,17,1,320.46,5,1,2,1
13987.0,380,2,682.54,2,2,3,0
13988.0,20,11,4708.64,4,5,5,1
13989.0,66,5,2026.06,3,3,4,1
13990.0,213,1,311.3,2,1,2,1
13991.0,12,7,847.54,5,4,3,1
13992.0,30,3,219.5,4,3,1,1
13993.0,32,24,6690.36,4,5,5,1
13994.0,4,6,2274.14,5,4,4,1
13995.0,15,18,3836.2599999999998,5,5,5,1
13996.0,386,2,895.76,2,2,3,0
13997.0,519,3,376.46,1,3,2,0
13998.0,447,3,566.7,1,3,2,0
13999.0,10,36,9438.01,5,5,5,1
14000.0,206,8,1877.59,2,4,4,1
14001.0,46,10,4216.1,4,4,5,1
14002.0,134,2,529.73,3,2,2,1
14003.0,733,1,209.41,1,1,1,0
14004.0,43,11,6258.45,4,5,5,1
14005.0,10,5,2874.72,5,3,5,1
14006.0,116,7,2196.67,3,4,4,1
14007.0,513,1,79.48,1,1,1,0
14008.0,375,2,493.74,2,2,2,0
14009.0,198,4,1090.23,2,3,3,1
14010.0,565,3,288.1,1,3,2,0
14011.0,480,3,451.92,1,3,2,0
14012.0,278,1,328.8,2,1,2,0
14013.0,110,6,1006.22,3,4,3,1
14014.0,77,3,1948.21,3,3,4,1
14015.0,53,1,917.34,4,1,3,1
14016.0,154,13,11379.71,3,5,5,1
14017.0,571,1,229.75,1,1,1,0
14018.0,645,1,367.15,1,1,2,0
14019.0,47,4,1398.96,4,3,4,1
14020.0,17,5,1213.26,5,3,4,1
14021.0,155,7,1716.58,3,4,4,1
14022.0,225,2,792.15,2,2,3,1
14023.0,7,2,584.0699999999999,5,2,3,1
14024.0,122,3,645.74,3,3,3,1
14025.0,465,10,3969.1,1,4,5,0
14026.0,471,2,713.11,1,2,3,0
14027.0,61,1,104.82,3,1,1,1
14028.0,499,5,3175.5,1,3,5,0
14029.0,63,2,467.66,3,2,2,1
14030.0,18,22,7405.1,5,5,5,1
14031.0,7,55,36048.26,5,5,5,1
14032.0,2,25,4482.21,5,5,5,1
14033.0,555,1,109.44,1,1,1,0
14034.0,22,4,509.09000000000003,4,3,2,1
14035.0,29,11,2790.5,4,5,5,1
14036.0,285,1,626.65,2,1,3,0
14037.0,176,7,755.95,3,4,3,1
14038.0,78,8,3000.93,3,4,5,1
14039.0,33,2,267.28,4,2,2,1
14040.0,41,42,12336.08,4,5,5,1
14041.0,266,1,141.41,2,1,1,0
14042.0,725,1,431.98,1,1,2,0
14043.0,491,3,299.65,1,3,2,0
14044.0,27,11,3060.75,4,5,5,1
14045.0,109,19,9334.23,3,5,5,1
14046.0,284,1,154.99,2,1,1,0
14047.0,9,19,3881.11,5,5,5,1
14048.0,277,4,713.89,2,3,3,0
14049.0,17,18,12848.4,5,5,5,1
14050.0,32,2,746.36,4,2,3,1
14051.0,1,42,21441.48,5,5,5,1
14052.0,20,2,466.66,4,2,2,1
14053.0,124,4,572.3,3,3,3,1
14054.0,65,1,92.46000000000001,3,1,1,1
14055.0,106,3,1520.96,3,3,4,1
14056.0,1,29,8062.46,5,5,5,1
14057.0,24,23,8276.1,4,5,5,1
14058.0,463,2,469.19,1,2,2,0
14059.0,267,1,183.6,2,1,1,0
14060.0,5,32,8882.3,5,5,5,1
14061.0,507,3,917.4300000000001,1,3,3,0
14062.0,10,27,25416.28,5,5,5,1
14063.0,431,13,-3767.1999999999994,1,5,1,0
14064.0,29,21,2967.57,4,5,5,1
14065.0,389,4,889.37,2,3,3,0
14066.0,267,1,152.55,2,1,1,0
14067.0,64,2,374.7,3,2,2,1
14068.0,320,5,1493.32,2,3,4,0
14069.0,515,2,225.81,1,2,1,0
14070.0,685,1,321.6,1,1,2,0
14071.0,4,9,1306.16,5,4,4,1
14072.0,667,1,390.85,1,1,2,0
14073.0,21,2,139.54,4,2,1,1
14074.0,623,1,219.4,1,1,1,0
14075.0,5,6,1734.87,5,4,4,1
14076.0,129,1,118.67,3,1,1,1
14077.0,41,6,615.08,4,4,3,1
14078.0,102,9,1553.47,3,4,4,1
14079.0,125,2,618.73,3,2,3,1
14080.0,33,6,1075.73,4,4,3,1
14081.0,267,16,4747.52,2,5,5,1
14082.0,365,2,413.36,2,2,2,0
14083.0,4,11,1082.19,5,5,3,1
14084.0,512,1,150.5,1,1,1,0
14085.0,2,34,9707.92,5,5,5,1
14086.0,463,1,39.95,1,1,1,0
14087.0,3,5,786.72,5,3,3,1
14088.0,10,20,62400.02,5,5,5,1
14089.0,57,1,158.75,4,1,1,1
14090.0,325,1,76.32,2,1,1,0
14091.0,654,2,9530.08,1,2,5,0
14092.0,8,27,7215.64,5,5,5,1
14093.0,12,1,433.86,5,1,2,1
14094.0,440,2,310.82,1,2,2,0
14095.0,723,1,2.95,1,1,1,0
14096.0,4,34,57120.909999999996,5,5,5,1
14097.0,481,2,422.86,1,2,2,0
14098.0,37,1,147.35,4,1,1,1
14099.0,16,22,5685.71,5,5,5,1
14100.0,138,1,191.95,3,1,1,1
14101.0,74,14,9942.13,3,5,5,1
14102.0,5,8,1060.33,5,4,3,1
14103.0,665,1,0.0,1,1,1,0
14104.0,155,5,743.53,3,3,3,1
14105.0,85,9,5703.98,3,4,5,1
14106.0,737,1,214.8,1,1,1,0
14107.0,52,13,4853.7,4,5,5,1
14108.0,31,5,1041.21,4,3,3,1
14109.0,23,2,80.2,4,2,1,1
14110.0,4,35,12957.6,5,5,5,1
14111.0,14,5,688.6,5,3,3,1
14112.0,23,27,5524.51,4,5,5,1
14113.0,4,31,6156.75,5,5,5,1
14114.0,274,7,1364.09,2,4,4,0
14115.0,502,2,622.67,1,2,3,0
14116.0,20,5,1382.74,4,3,4,1
14117.0,144,1,90.0,3,1,1,1
14118.0,429,1,458.45,1,1,2,0
14119.0,354,3,163.47,2,3,1,0
14120.0,430,1,-23.8,1,1,1,0
14121.0,4,6,2740.3,5,4,4,1
14122.0,395,5,309.77,2,4,2,0
14123.0,733,1,436.18,1,1,2,0
14124.0,84,1,419.58,3,1,2,1
14125.0,11,3,2720.63,5,3,4,1
14126.0,8,5,1109.96,5,4,3,1
14127.0,123,6,1900.08,3,4,4,1
14128.0,61,4,909.36,3,3,3,1
14129.0,2,9,2591.34,5,4,4,1
14130.0,319,4,1858.77,2,3,4,0
14131.0,649,1,168.22,1,1,1,0
14132.0,2,12,3580.13,5,5,5,1
14133.0,130,6,895.84,3,4,3,1
14134.0,383,15,11123.35,2,5,5,0
14135.0,2,25,8800.8,5,5,5,1
14136.0,401,7,1553.96,2,4,4,0
14137.0,682,2,294.09999999999997,1,2,2,0
14138.0,2,2,965.88,5,2,3,1
14139.0,46,4,1086.8,4,3,3,1
14140.0,4,3,920.05,5,3,3,1
14141.0,3,6,879.03,5,4,3,1
14142.0,373,4,655.9399999999999,2,3,3,0
14143.0,134,1,115.8,3,1,1,1
14144.0,486,1,30.6,1,1,1,0
14145.0,47,8,7006.05,4,4,5,1
14146.0,9,13,8208.87,5,5,5,1
14147.0,49,12,2019.3,4,5,4,1
14148.0,234,2,466.29,2,2,2,1
14149.0,213,3,259.43,2,3,2,1
14150.0,36,2,658.64,4,2,3,1
14151.0,673,3,666.7,1,3,3,0
14152.0,75,9,1975.44,3,4,4,1
14153.0,483,1,233.39999999999998,1,1,1,0
14154.0,239,10,6263.6,2,4,5,1
14155.0,266,1,118.75,2,1,1,0
14156.0,10,202,296063.44,5,5,5,3
14157.0,20,6,946.24,4,4,3,1
14158.0,40,1,507.65999999999997,4,1,2,1
14159.0,20,25,7494.67,4,5,5,1
14160.0,610,7,8421.47,1,4,5,0
14161.0,216,7,2996.93,2,4,5,1
14162.0,174,2,289.36,3,2,2,1
14163.0,87,5,2594.62,3,4,4,1
14164.0,71,2,1631.77,3,2,4,1
14165.0,276,1,120.44,2,1,1,0
14166.0,505,2,251.15,1,2,1,0
14167.0,39,8,1274.29,4,4,4,1
14168.0,421,3,305.9,1,3,2,0
14169.0,431,2,621.51,1,2,3,0
14170.0,375,3,570.18,2,3,2,0
14171.0,98,2,498.79,3,2,2,1
14172.0,605,4,356.27,1,3,2,0
14173.0,11,7,566.95,5,4,2,1
14174.0,33,1,134.46,4,1,1,1
14175.0,51,17,7350.44,4,5,5,1
14176.0,297,6,753.56,2,4,3,0
14177.0,85,14,2204.7400000000002,3,5,4,1
14178.0,9,7,1600.26,5,4,4,1
14179.0,41,2,701.57,4,2,3,1
14180.0,11,42,5909.0,5,5,5,1
14181.0,411,2,308.35,2,2,2,0
14182.0,444,5,660.07,1,4,3,0
14183.0,411,2,278.34000000000003,2,2,2,0
14184.0,67,1,452.89,3,1,2,1
14185.0,331,1,197.65,2,1,1,0
14186.0,427,5,1550.6299999999999,1,4,4,0
14187.0,474,1,123.5,1,1,1,0
14188.0,9,10,2018.91,5,4,4,1
14189.0,2,25,5453.38,5,5,5,1
14190.0,666,1,79.9,1,1,1,0
14191.0,2,17,4713.41,5,5,5,1
14192.0,388,1,293.74,2,1,2,0
14193.0,68,3,1210.19,3,3,4,1
14194.0,5,54,18442.87,5,5,5,1
14195.0,202,10,2381.24,2,4,4,1
14196.0,107,1,335.52,3,1,2,1
14197.0,411,1,390.05,2,1,2,0
14198.0,4,13,1527.58,5,5,4,1
14199.0,218,6,916.5,2,4,3,1
14200.0,617,1,379.2,1,1,2,0
14201.0,60,12,1134.1399999999999,3,5,3,1
14202.0,381,3,847.76,2,3,3,0
14203.0,397,1,339.34,2,1,2,0
14204.0,2,4,1024.83,5,3,3,1
14205.0,11,12,2146.58,5,5,4,1
14206.0,239,5,1145.21,2,4,3,1
14207.0,688,1,157.8,1,1,1,0
14208.0,95,2,567.05,3,2,2,1
14209.0,11,19,4937.37,5,5,5,1
14210.0,91,21,5509.37,3,5,5,1
14211.0,53,26,4301.69,4,5,5,1
14212.0,90,2,2190.14,3,2,4,1
14213.0,372,2,0.0,2,2,1,0
14214.0,31,7,1000.23,4,4,3,1
14215.0,12,10,3238.5299999999997,5,4,5,1
14216.0,3,6,2142.39,5,4,4,1
14217.0,2,33,3105.52,5,5,5,1
14218.0,43,1,169.48,4,1,1,1
14219.0,4,3,633.83,5,3,3,1
14220.0,247,4,1515.0,2,3,4,1
14221.0,42,19,6506.59,4,5,5,1
14222.0,177,1,683.17,3,1,3,1
14223.0,92,4,975.23,3,3,3,1
14224.0,110,9,1841.71,3,4,4,1
14225.0,435,5,2009.17,1,4,4,0
14226.0,29,9,2950.38,4,4,5,1
14227.0,26,22,6327.31,4,5,5,1
14228.0,438,3,745.5,1,3,3,0
14229.0,52,11,2468.99,4,5,4,1
14230.0,436,3,979.8,1,3,3,0
14231.0,179,6,1131.97,3,4,3,1
14232.0,32,8,2043.93,4,4,4,1
14233.0,44,10,2766.96,4,4,4,1
14234.0,22,4,754.12,4,3,3,1
14235.0,10,10,4666.99,5,4,5,1
14236.0,81,7,1543.44,3,4,4,1
14237.0,373,3,466.03999999999996,2,3,2,0
14238.0,326,3,434.23,2,3,2,0
14239.0,43,24,4203.72,4,5,5,1
14240.0,30,3,1247.49,4,3,4,1
14241.0,184,2,333.7,3,2,2,1
14242.0,235,2,280.55,2,2,2,1
14243.0,9,23,7152.06,5,5,5,1
14244.0,659,2,354.82,1,2,2,0
14245.0,176,5,1677.48,3,4,4,1
14246.0,111,3,1474.06,3,3,4,1
14247.0,278,6,750.61,2,4,3,0
14248.0,318,3,1032.95,2,3,3,0
14249.0,411,12,5400.46,2,5,5,0
14250.0,7,3,1904.05,5,3,4,1
14251.0,2,5,2879.7,5,4,5,1
14252.0,381,1,350.99,2,1,2,0
14253.0,493,2,363.40000000000003,1,2,2,0
14254.0,433,1,601.03,1,1,3,0
14255.0,546,4,-1441.6,1,3,1,0
14256.0,254,9,2384.14,2,4,4,1
14257.0,51,10,5942.0,4,4,5,1
14258.0,9,32,31027.35,5,5,5,1
14259.0,142,1,120.0,3,1,1,1
14260.0,471,3,824.28,1,3,3,0
14261.0,51,2,1163.45,4,2,4,1
14262.0,8,8,2618.23,5,4,4,1
14263.0,423,1,322.93,1,1,2,0
14264.0,155,8,1475.86,3,4,4,1
14265.0,109,4,1373.35,3,3,4,1
14266.0,428,1,40.56,1,1,1,0
14267.0,151,9,1259.19,3,4,4,1
14268.0,471,1,354.85,1,1,2,0
14269.0,435,2,261.68,1,2,2,0
14270.0,332,1,492.65,2,1,2,0
